KEY,zh-CN
theauriganreachisaspecificgroupofabouttwodozensystemsintherimwardperipheryborderingthetaurianconcordatandthecapellanconfederation*thereachishometotheaurigancoalitionruledbyhousearano*beyondthereacharealargenumberofindependentsystemscolloquiallyreferredtoasthefrontier*,奥里根远邦是由大约24个星系组成的一个团体 位于与金牛协约国和御夫星邦联接壤的缘向外围. 远邦是阿拉诺家族统治的奥里根同盟的家园. 远邦之外是大片的独立星系 俗称边地.
theawesome8tisasuperbfiresupportmech^thoughitsheavyarmorisabitwastedinthatrole*itcanstillputupagoodfightatmediumranges^anditcancrushsmallerunitsoutrightwithmeleeattacks*,"可畏8T"是一种极佳的火力支援机甲 不过它厚重的装甲用在那种角色上有点浪费. 它在中距离上依然擅长作战 也能用肉搏攻击彻底摧垮较小的单位.
thebadlandsbiomeisawind-scouredwastelandwithlittlevegetationandlittlewater*theextremeheatmakesitmoredifficultformechstosinkheat*fieldsofcrystallinemineraldepositsinterferewithtargetingsystems^makingithardertoshootintothem^aswellastoshootoutofthem*,劣地生物群系是一片狂风肆虐的废土 植物与水都很稀少. 极端高温让机甲更加难以散热. 成片的结晶矿化沉积物会干扰瞄准系统 使得射入其中与从中射出都更为困难.
thebanshee3ewasoriginallydesignedforclosecombat^withbetterspeedthanmostotherassaultmechs*whileithasheavyarmorandpowerfulmeleeattackcapability^itsfirepowerisseverelylackinganditcanstillbeflankedbylighterunits*,"报丧女妖3E"起初被设计用于近战 速度比其它绝大多数的突击型机甲都快. 尽管它有着厚重的装甲以及强大的肉搏攻击能力 但它严重缺乏火力 也会被轻型单位袭击侧面.
thebanshee3mmountsrespectableweaponrywithbetter-than-averagespeedandarmor*thiscomesatthecostofverypoorheatmanagement*itsgoodathuntinglighterunits^especiallyifitcanclosetomeleerange*,"报丧女妖3M"装备了相当好的武器 有着超出平均的速度和装甲. 带来的代价是十分差劲的热量管理. 它长于猎杀轻型单位 特别是接近到肉搏距离上的时候.
thebasiclocust1vhasonebigadvantage:speed*itsnotmeanttoputupmuchofafight^butyoudbehard-pressedtofindamechthatgoesfurtherandishardertohit*,基本型号的"蝗虫1V"有个很大的优势: 速度. 它并不很适合战斗 但你要找到一种跑得更远 更难被击中的机甲是非常困难的.
theblackjackbj-1isequippedforbothlong-andclose-rangeengagements*apairofac/2sisbackedupbyfourmediumlasers^lendingthemechapowerfulalphastrike^whilejumpjetsenabletheblackjacktomovetohighgroundatamomentsnotice*,"海盗旗"BJ-1同时具有远程与近程交战的装备. 一对AC/2自动炮辅以4支中型激光 使这种机甲能够施展强力的全弹攻击 而跃进喷射器也让"海盗旗"能够在瞬间移动到高地上去.
thecamadeirresystemischokedwithasteroidsanddominatedbythreejoviangasgiants;inhabitantsliveonaterraformedmoon*araidbythesldfoncamadeirreiscommonlythoughttohavebeenthesparkthatstartedthenewvandenberguprising*,卡马迪尔星系遍布小行星 由三颗类木气态巨星主导; 居民居住在一颗进行过地球化改造的卫星上. 星际联盟防卫军对卡马迪尔发起的突袭被普遍认为是挑起新范登堡起义的导火索.
thecapellanconfederationisoneofthefivesuccessorstatesofthestarleague^locatedrimwardofterra*ruledbyhouseliao^theconfederationisthesmallestandnewestofthesuccessorstatesandoftentheloserinconflictsagainsttheotherpowersoftheinnersphere*itisanauthoritarianpolicestate^withphilosophicaloriginsinatextknownasthekorvindoctrine^whicharguesfortotalsubservienceoftheindividualtothestate*citizensoftheconfederationmustearntheirpositionandthebenefitsofcitizenshipthroughservicetotheircommunity*thecurrentruleroftheconfederationischancellormaximilianliao^ashrewdplannerandmastermanipulator*,御夫星邦联是星际联盟五大继承国家之一 位于地球的(银河)缘向(即南方). 廖氏家族统治的邦联是继承国家中最小 最晚的 在和内天体其它强权的冲突中经常落败. 这是个专制的警察国家 其哲学源自我们称为科尔文主义的文字 主张个体服从国家. 邦联公民必须通过服务大众获得地位和公民权的福利. 邦联现任统治者总理大臣马克西米利安·廖是个敏锐的规划者 操控人的大师.
thecatapultk2isanoutside-the-boxredesignthattradestheindirect-firecapabilityforheavierdirect-fireppcs*itdoesntusuallymountjumpjets^though^soitcanbeabitmorerestrictedinitsuse*,"弩炮K2"是一种创造性的再设计型号 它用间瞄射击能力换来了更强大的直瞄粒子炮. 它一般不安装跃进喷射器 所以在使用上受到更多的限制.
thecenturionaisdesignedasdirect-linemech^beingbothpowerfulandversatile*inadditiontogoodarmor^thecn9-anormallymountsanac/10^twomediumlasers^andanlrm-10rack*thisstripped-downmechsportsonlyasinglemediumlaser^though*,"百夫长A"是作为直射机甲设计的 既强大又多面. 除了良好的装甲 CN9-A通常还装有一门AC/10自动炮 两支中型激光 还有一套LRM-10长程导弹. 不过 <i>这部</i>简配机甲只拥有一支中型激光.
thecenturionaisdesignedtocomplementthetrebuchetasaspotteranddirect-linemech*inadditiontoeightandahalftonsofarmor^thecn9-aisarmedwithanac/10^twomediumlasers^andanlrm-10rack^makingitbothpowerfulandversatile*,"百夫长A"是为了补充"投石机" 作为观测员和直射机甲设计的. 除了8.5吨装甲 CN9-A还装有一门AC/10自动炮 两支中型激光 还有一套LRM-10长程导弹 使它既强大又多面.
thecicada3cisslightlyslowerthanthe2abuthasmoreroomforweaponryandarmor*itstillgenerallyunderperformsinmostareasexceptspeed^butitcanputupmoreofafight^withbettersurvivalrates*,"蝉3C"比2A型稍慢一些 但是有更多的空间用于武器和装甲. 除了速度之外 它在其他方面的表现依然普遍不佳 但是它的存活率更高 能进行更多的战斗.
thecolonyofjoppaivislocatedonspecula^thegasgiantslargestmoon^intheremainsofansldfstation*withnosignificantresources^theinhabitantsofthemoonhaveleveragedtheirpositionasatradehubtosurvive*,乔帕4号的殖民地位于这颗气态巨星最大的卫星 斯佩丘拉的一座星际联盟防卫军基地残骸中. 由于没有重要的资源 卫星上的居民利用他们作为贸易枢纽的位置来生存.
thecolonyofthamelwasabandonedafterseveralbattlesleftthesurfaceirradiatedanduninhabitable*thecapellanshavemadeseveralattemptstore-establishanoutpostontheworld^renamingitwyethsgloryafteroneofthemechwarriorskilledinbattlethere*,数次战争在塔米尔地表留下了辐射 不宜居住 之后塔米尔殖民地就被废弃了. 御夫星人曾数次试图在这颗星球上重建聚落 并将其更命名为维斯的荣耀来悼念那儿的战斗中牺牲的一名机甲战士.
thecompetition,竞争
thecontractdoesnotspecifyanyretrieval^commander*wearetobringthebasedownanddestroythetechwithit*,合约没有指定任何回收任务 指挥官. 我们要把基地毁掉 连同技术人员一起摧毁.
thecrewhasseenthebetapodrecfacilitiesontheshipsfloorplans^commander^anditsalltheycantalkabout*morepractically^wedbeabletobringthebetapodmedicalfacilitiesbackonline*,船员们已经在飞船平面图上看到了贝塔舱的娱乐设施 指挥官 这是他们能谈论的全部内容. 更实际一点的是 我们能让贝塔舱的医疗设施重新上线.
thedayafteryoursixteenthbirthday^therestofyourfamilydiedinanaccident*,在你16岁生日的第二天 你的其他家人死于一起事故.
thedayafteryoursixteenthbirthday^yourfamilywasbetrayedandmurdered*,在你16岁生日的第二天 你的家人遭到了背叛 并被杀害.
thedayafteryoursixteenthbirthday^yourfamilywentbankrupt^andyourparentstooktheirownlives*,在你16岁生日的第二天 你的家族破产了 你的父母自杀了.
thedayafteryoursixteenthbirthday^youstruckoutonyourown^sickofthenoblelife*,在你16岁生日的第二天 你受够了贵族生活 独自一人外出闯荡.
thedayafteryoursixteenthbirthday^youwereexiledforanunforgivabletransgression*,在你16岁生日的第二天 你因犯下不可饶恕的罪过而被流放.
thedeepperiphery,深空外围
thedesertbiomeisarocky^windsweptwastelandwithlittlevegetationandlittlewater*theextremeheatmakesitmoredifficultformechstosinkheat*fieldsofcrystallinemineraldepositsinterferewithtargetingsystems^makingithardertoshootintothem^aswellastoshootoutofthem*,沙漠生物群系是一片满是岩石 狂风肆虐的废土 植物与水都很稀少. 极端高温让机甲更加难以散热. 成片的结晶矿化沉积物会干扰瞄准系统 使得射入其中与从中射出都更为困难.
thedirectoratehascapturedlordmadeira^andweregoingtogethimback*wehavehistranspondercoordinates^andweknowthathesonthemove*weregoingtomakeplanetfall^rescuealexander^andrecovertheevidenceheriskedhislifetobringus*andwewillbringruintoanyonewhostandsinourway*,理事会抓住了马德拉大人 我们要带他回来. 我们有他的应答器坐标 知道他在转移中. 我们会着陆 营救亚历山大 回收他冒着生命危险带给我们的证据. 我们会毁灭任何阻挡我们去路的人.
thedirectoratehastakenpossessionofitromslargestprocessorandrefinery^andisattemptingtoloottheattachedsilosofrareandvaluableminerals*wewantyoutoclaimthemfortherestorationinstead*,理事会占领了伊特罗姆最大的处理精炼厂 企图掠夺装有高价稀有矿物的储存井. 我们要你为光复运动夺回它们.
thedraconiscombine(kurita),天龙联合体(栗田)
thedragon1nisabeefymachinethatcantakeaseriousbeatingbuttendstobeabitlightonweaponry*itmovesfastforaheavymech^though^whichmakesitwellsuitedtoclosingformeleeattacksagainstslowertargets*,"龙1N"是台粗壮的机器 能承受重击 但是武装有点弱. 不过 对重型机甲而言它相当快 适合接近缓慢的目标进行肉搏攻击.
theelevatorjustrumbledtoahalt*idontknowhowmuchfirepowerostergaardisgoingtothrowourwayoncewereclearofthedoors^butimcountingonyoutoleadusthroughthis^{commander*callsign}*nowletsseewhatthesestarleague-eramechscando*,电梯隆隆地停下来了. 我不知道一旦打开门 奥斯特加德会将多少火力倾泻到我们头上 但我指望你带我们扛过去 {COMMANDER.Callsign}. 现在我们来看看这些星际联盟时代的机甲能做什么.
theenemyhastobeexpectinganattempttobreaktheirsiege^sotherewillbesignificantresistance*,敌人一定料到会有打破他们包围的尝试 所以会有激烈抵抗.
thefaceteddomesovertheminingoutpostsofmystrasglitteralongthetwilightzoneofthetidallylockedplanet^whereconstantwindskeeptheskyclear*despitetheplanetschallengesthetaurianshavefoundminingthereextremelylucrative*,在米斯特拉斯这颗潮锁行星的半阴影区 持续不断的风使得天空一片明净 此地矿业聚落顶部的多面体拱顶则沿着半阴影区闪闪发亮. 尽管这颗行星难题重重 金牛人还是发现在那儿采矿利润极大.
thefederatedsunsisoneofthefivesuccessorstatesofthestarleague^locatedrimwardandspinwardofterra*ruledbyhousedavion^thefederationisthemostpowerfulofthefive^andthepeopleofthefederationpridethemselvesontheirself-proclaimedroleasdefendersofjusticeandliberty*thefederationisquitecapableofruthless^decisiveaction^though^anditsidealismreadilygiveswaytopragmatismwhencalledfor*thecurrentrulerofthefederation^princehansedavion^isanexperiencedandunconventionalmilitarycommander*thefederationsalliancewiththelyrancommonwealtheffectivelyendedthethirdsuccessionwar*,恒星联邦是星际联盟五大继承国家之一 位于地球的(银河)缘向(即南方)和旋向(即东方). 达维恩家族统治的联邦是五大国中最强大的 联邦人民自居为正义和自由的捍卫者 以此为豪. 但是联邦行事相当的无情 果断 而且它的理想主义在需要时总会轻易让位给实用主义. 联邦现任统治者汉瑟·达维恩亲王是一个老练 不落俗套的军事指挥官. 联邦和天琴共和国的同盟有效地终结了第三次继承战争.
thefirstvalue^prioritysalvage^isthenumberofitemsyoumaychoosefromalltheavailablelootonthebattlefield*thesecondvalueisthetotalnumberofitemsyoullreceive^withtheremainderchosenatrandom*beawarethatifyoudestroyenemymechchassisandequipment^thosedestroyeditemswillnotbeavailableassalvage*,第一个数值 优先战利品 是指战场上夺取的所有战利品中 你可以从中选择的物品数量. 第二个数值是指你收到的所有物品数量 包括了随机挑选的剩余物资. 注意 如果你摧毁了敌人的机甲机体和装备 那那些被摧毁的物品就不会作为战利品得到.
theflagshipsandwichsoldbytriple-frestaurantsthroughoutfederatedsunsspace*,3F餐厅在恒星联邦太空各地出售的旗舰三明治.
thefreeworldsleague(marik),自由世界联盟（马里克）
theftandbanditryon{tgt_system*name}havebecomeatremendousproblemoflate^tothepointthat{team_emp*factiondef*demonym}corporateinterestscantsafelymovegoodsoverland*weneedamercenarycompanycapableofdefendingourconvoyanddeterringanyhostileforcethatmaywantwhatitscarrying*paymentwillberemitteduponourreceiptoftheconvoyandthesuccessfulevacofyourlance*,{TGT_SYSTEM.name}的匪患和盗窃已经成为最近的一个大问题 以至于{TEAM_EMP.FactionDef.Demonym}企业集团不能安全地由陆路转移货物. 我们需要一家佣兵公司 有能力保护我们的车队 阻止任何可能想要其装载的敌对力量. 等我们接到车队并且你的小队成功撤离后 我们才会把报酬汇给你.
thefullyupgradedfieldhospitalhasenoughbedspace^diagnosticequipment^andsurgeriestoallowfullyhalfthecompanytobetreatedatonce*thecostincludesthesalaryofanadditionalskilledmedtechtotreatyourinjuredmechwarriors*,全面升级后的野战医院有着足够的床铺 诊断设备 以及手术室 足够同时治疗公司的一半人马. 费用包括一名额外的熟练医疗技师的薪水 由他来治疗受伤的机甲战士.
thegreatlyfearedintelligencearmofthecapellanconfederationconsistsoftwobranches:thechancellorshandconductsespionage^gathersintelligence^andcommitssabotageinforeignterritory^whilethechancellorswillbrutallyenforcesnationalsecurityandloyaltyamongthecitizens*,御夫星联邦最可怕的情报部门包含了两个支部: 总理之手指导着着间谍活动 收集情报以及在外国领地进行破坏 而总理意志则大刀阔斧地以强力维系着国家安全以及民众的忠诚.
